0.29, 0, 0, 9.33435, 1.719746, 0, 946.3209, -1262.031, -1.911234, 0.01343784, 0.1308036, 39.66639, 2.225933, 1.766902, 14.1318
0.8199995, 0.8511899, -0.1732067, 25.43992, 1.985155, -0.1419755254201954144280, 8525.786, -1297.328, -1.911234, 0.01343784, 0.1308036, 119.2654, 2.225933, 1.736566, 14.52829
 
0.8299995, 0.9105675, -0.1646948, 25.76993, 1.990258, -0.155991421901722917395, 8755.209, -1298.016, -1.911234, 0.01343784, 0.1308036, 120.8655, 2.225933, 1.735994, 14.53578
 
0.8399995, 0.9670592, -0.1555891, 26.10087, 1.995367, -0.1688453619205121733285, 8988.153, -1298.704, -1.911234, 0.01343784, 0.1308036, 122.469, 2.225933, 1.735421, 14.54326
 
0.8499995, 1, -0.1459186, 26.43276, 2.000485, -0.1804991418678163010145, 9224.637, -1299.393, -1.911234, 0.01343784, 0.1308036, 124.076, 2.225933, 1.734849, 14.55074
 
0.8599995, 1, -0.1359186, 26.76559, 2.00561, -0.190929881560374805660, 9464.679, -1300.084, -1.911234, 0.01343784, 0.1308036, 125.6864, 2.225933, 1.734277, 14.55822
 
0.8699995, 1, -0.1259186, 27.09937, 2.010743, -0.2001433535214873533825, 9708.299, -1300.775, -1.911234, 0.01343784, 0.1308036, 127.3004, 2.225933, 1.733704, 14.5657
 
0.8799995, 1, -0.1159186, 27.43415, 2.015932, -0.2081625428893824742638091516, 9955.512, -1301.466, -1.911234, 0.01343784, 0.1308036, 128.9178, 2.225933, 1.733132, 14.57318
 
0.8899994, 1, -0.1059186, 27.76977, 2.021031, -0.2150104348022928965845, 10206.34, -1302.159, -1.911234, 0.01343784, 0.1308036, 130.5388, 2.225933, 1.732559, 14.58066
 
0.8999994, 1, -0.09591856, 28.10644, 2.026235, -0.2207073905242179303645, 10460.8, -1302.852, -1.911234, 0.01343784, 0.1308036, 132.1632, 2.225933, 1.731987, 14.58814
 
0.9099994, 1, -0.08591856, 28.44398, 2.031349, -0.2252748208688508826578091516, 10718.93, -1303.546, -1.911234, 0.01343784, 0.1308036, 133.7913, 2.225933, 1.731415, 14.59562
 
0.9199994, 1, -0.07591856, 28.78369, 2.037449, -0.2287322474604436325248091516, 10980.93, -1304.241, -1.911234, 0.01343784, 0.1308036, 135.4241, 2.225933, 1.730842, 14.60311
 
0.9299994, 1, -0.06591856, 29.12504, 2.043998, -0.2310969878688962278676908484, 11246.83, -1304.937, -1.911234, 0.01343784, 0.1308036, 137.0616, 2.225933, 1.73027, 14.61059
 
0.9399994, 1, -0.05591857, 29.46767, 2.050655, -0.2323886686734222857375, 11516.65, -1305.633, -1.911234, 0.01343784, 0.1308036, 138.7039, 2.225933, 1.729698, 14.61807
 
0.9499994, 1, -0.04591857, 29.81141, 2.057226, -0.2326258669035550702971908484, 11790.41, -1306.331, -1.911234, 0.01343784, 0.1308036, 140.3509, 2.225933, 1.729125, 14.62555
 
0.9599994, 1, -0.03591857, 30.15646, 2.063905, -0.2318267397689420604085, 12068.16, -1307.029, -1.911234, 0.01343784, 0.1308036, 142.0027, 2.225933, 1.728553, 14.63303
 
0.9699994, 1, -0.02591857, 30.5027, 2.070595, -0.2300101791640227252001908484, 12349.91, -1307.728, -1.911234, 0.01343784, 0.1308036, 143.6593, 2.225933, 1.72798, 14.64051
 
0.9799994, 1, -0.01591857, 30.85005, 2.077196, -0.2271920332891246770870, 12635.69, -1308.427, -1.911234, 0.01343784, 0.1308036, 145.3206, 2.225933, 1.727408, 14.64799
 
0.9899994, 1, -0.005918572, 31.1987, 2.083908, -0.2233894098042108438438091516, 12925.52, -1309.128, -1.911234, 0.01343784, 0.1308036, 146.9868, 2.225933, 1.726836, 14.65547
 
0.9999993, 1, 0.004081428, 31.54851, 2.090581, -0.2186187866394306937641908484, 13219.45, -1309.829, -1.911234, 0.01343784, 0.1308036, 148.6577, 2.225933, 1.726263, 14.66295
 
1.009999, 1, 0.01408143, 31.89953, 2.097265, -0.2128962219050468602908091516, 13517.48, -1310.532, -1.911234, 0.01343784, 0.1308036, 150.3334, 2.225933, 1.725691, 14.67044
 
1.019999, 1, 0.02408143, 32.25181, 2.104009, -0.2062378786663047058508091516, 13819.65, -1311.235, -1.911234, 0.01343784, 0.1308036, 152.0139, 2.225933, 1.725118, 14.67792
 
1.029999, 1, 0.03408143, 32.60525, 2.110714, -0.1986590803486895673155, 14125.99, -1311.938, -1.911234, 0.01343784, 0.1308036, 153.6993, 2.225933, 1.724546, 14.6854
 
1.039999, 1, 0.04408143, 32.95985, 2.11738, -0.1901766197472518701958091516, 14436.52, -1312.643, -1.911234, 0.01343784, 0.1308036, 155.3895, 2.225933, 1.723974, 14.69288
 
1.049999, 1, 0.05408143, 33.31583, 2.124206, -0.1808041410079768416955, 14751.28, -1313.348, -1.911234, 0.01343784, 0.1308036, 157.0845, 2.225933, 1.723401, 14.70036
 
1.059999, 1, 0.06408142, 33.67279, 2.130894, -0.1705564427815022953940, 15070.21, -1314.055, -1.911234, 0.01343784, 0.1308036, 158.7839, 2.225933, 1.722829, 14.70784
 
1.069999, 0.9575632, 0.07408142, 34.02724, 2.134712, -0.1594483237184702430695, 15392.59, -1314.762, -1.911234, 0.01343784, 0.1308036, 160.4839, 2.225933, 1.722257, 14.71532
 
1.079999, 0.8718462, 0.08365706, 34.38, 2.136495, -0.147520506346885602060, 15718.44, -1315.469, -1.911234, 0.01343784, 0.1308036, 162.1845, 2.225933, 1.721684, 14.7228
 
1.089999, 0.7788056, 0.09237552, 34.7332, 2.138329, -0.1348530713081601041410, 16047.75, -1316.178, -1.911234, 0.01343784, 0.1308036, 163.8857, 2.225933, 1.721112, 14.73028
 
1.099999, 0.6790445, 0.1001636, 35.08673, 2.140163, -0.1215500289766568242660, 16380.51, -1316.887, -1.911234, 0.01343784, 0.1308036, 165.5875, 2.225933, 1.720539, 14.73777
 
1.109999, 0.5732855, 0.106954, 35.44057, 2.141948, -0.1077241009891728789840, 16716.73, -1317.598, -1.911234, 0.01343784, 0.1308036, 167.2898, 2.225933, 1.719967, 14.74525
 
1.119999, 0.462323, 0.1126869, 35.79482, 2.143782, -0.09349020254135925796865, 17056.41, -1318.309, -1.911234, 0.01343784, 0.1308036, 168.9927, 2.225933, 1.719395, 14.75273
 
1.129999, 0.3470352, 0.1173101, 36.1494, 2.145617, -0.07896700621676018811190, 17399.54, -1319.02, -1.911234, 0.01343784, 0.1308036, 170.6961, 2.225933, 1.718822, 14.76021
 
1.139999, 0.2284053, 0.1207805, 36.50428, 2.147402, -0.0642787472122814977011690848, 17746.12, -1319.733, -1.911234, 0.01343784, 0.1308036, 172.4, 2.225933, 1.71825, 14.76769
 
1.149999, 0.1074603, 0.1230645, 36.85955, 2.149237, -0.0495480968957893360653190848, 18096.15, -1320.446, -1.911234, 0.01343784, 0.1308036, 174.1045, 2.225933, 1.717678, 14.77517
 
1.159999, -0.01466948, 0.1241391, 37.21511, 2.151023, -0.03490284843764140256195, 18449.63, -1321.161, -1.911234, 0.01343784, 0.1308036, 175.8095, 2.225933, 1.717105, 14.78265
 
1.169999, -0.136827, 0.1239924, 37.57104, 2.152858, -0.0204671005932839250983690848, 18806.54, -1321.876, -1.911234, 0.01343784, 0.1308036, 177.5149, 2.225933, 1.716533, 14.79013
 
1.179999, -0.2578041, 0.1226241, 37.92725, 2.154644, -0.006364034811732595408610, 19166.89, -1322.591, -1.911234, 0.01343784, 0.1308036, 179.2208, 2.225933, 1.715961, 14.79761
 
1.189999, -0.376345, 0.1200461, 38.28384, 2.15648, 0.007283985057205330980425, 19530.68, -1323.308, -1.911234, 0.01343784, 0.1308036, 180.9271, 2.225933, 1.715388, 14.8051
 
1.199999, -0.4911858, 0.1162826, 38.64074, 2.158316, 0.0203598890923635526606809152, 19897.9, -1324.026, -1.911234, 0.01343784, 0.1308036, 182.6339, 2.225933, 1.714816, 14.81258
 
1.209999, -0.601055, 0.1113708, 38.99788, 2.160103, 0.0327514290038559455246690848, 20268.51, -1324.744, -1.911234, 0.01343784, 0.1308036, 184.341, 2.225933, 1.714243, 14.82006
 
1.219999, -0.7046855, 0.1053602, 39.35449, 2.161232, 0.04435293088105881019885, 20642.36, -1325.463, -1.911234, 0.01343784, 0.1308036, 186.0476, 2.225933, 1.713671, 14.82754
 
1.229999, -0.8008561, 0.09831339, 39.71089, 2.162008, 0.0550669545306740974847309152, 21019.42, -1326.182, -1.911234, 0.01343784, 0.1308036, 187.7538, 2.225933, 1.713099, 14.83502
 
1.239999, -0.8883722, 0.09030483, 40.06748, 2.162832, 0.06480290282338798469905, 21399.71, -1326.903, -1.911234, 0.01343784, 0.1308036, 189.4594, 2.225933, 1.712526, 14.8425
 
1.249999, -0.9661232, 0.08142111, 40.42409, 2.163554, 0.07348244786577214200435, 21783.2, -1327.625, -1.911234, 0.01343784, 0.1308036, 191.1646, 2.225933, 1.711954, 14.84998
 
1.259999, -1, 0.07175987, 40.78099, 2.164424, 0.0810360359998140469266809152, 22169.9, -1328.347, -1.911234, 0.01343784, 0.1308036, 192.8694, 2.225933, 1.711381, 14.85746
 
1.269999, -1, 0.06175987, 41.1379, 2.165191, 0.08742387879673395205560, 22559.79, -1329.07, -1.911234, 0.01343784, 0.1308036, 194.5736, 2.225933, 1.710809, 14.86494
 
1.279999, -1, 0.05175988, 41.49498, 2.166008, 0.09264813832889469019930, 22952.87, -1329.794, -1.911234, 0.01343784, 0.1308036, 196.2774, 2.225933, 1.710237, 14.87243
 
1.289999, -1, 0.04175988, 41.85209, 2.166721, 0.0967304248244308296049309152, 23349.13, -1330.519, -1.911234, 0.01343784, 0.1308036, 197.9806, 2.225933, 1.709664, 14.87991
 
1.299999, -1, 0.03175988, 42.20945, 2.167584, 0.0996882867541735651796309152, 23748.55, -1331.244, -1.911234, 0.01343784, 0.1308036, 199.6834, 2.225933, 1.709092, 14.88739
 
1.309999, -1, 0.02175988, 42.56679, 2.168293, 0.1015410988054159581105, 24151.14, -1331.97, -1.911234, 0.01343784, 0.1308036, 201.3856, 2.225933, 1.708519, 14.89487
 
1.319999, -1, 0.01175988, 42.92434, 2.169101, 0.10230720710675382825740, 24556.89, -1332.697, -1.911234, 0.01343784, 0.1308036, 203.0874, 2.225933, 1.707947, 14.90235
 
1.329999, -1, 0.001759881, 43.28202, 2.169908, 0.1020049472912865068162190848, 24965.8, -1333.425, -1.911234, 0.01343784, 0.1308036, 204.7887, 2.225933, 1.707375, 14.90983
 
1.339999, -1, -0.008240119, 43.63971, 2.17061, 0.10065262350562207475645, 25377.86, -1334.154, -1.911234, 0.01343784, 0.1308036, 206.4895, 2.225933, 1.706802, 14.91731
 
1.349999, -1, -0.01824012, 43.99767, 2.171464, 0.09826747985118148590855, 25793.07, -1334.884, -1.911234, 0.01343784, 0.1308036, 208.1898, 2.225933, 1.70623, 14.92479
 
1.359999, -1, -0.02824012, 44.35558, 2.172163, 0.09486713826727397970170, 26211.4, -1335.614, -1.911234, 0.01343784, 0.1308036, 209.8896, 2.225933, 1.705658, 14.93227
 
1.369999, -1, -0.03824012, 44.71373, 2.173012, 0.0904702177654151015308309152, 26632.86, -1336.345, -1.911234, 0.01343784, 0.1308036, 211.5889, 2.225933, 1.705085, 14.93976
 
1.379999, -0.9338107, -0.04824012, 45.07191, 2.173758, 0.08509208375307918661725, 27057.44, -1337.077, -1.911234, 0.01343784, 0.1308036, 213.2878, 2.225933, 1.704513, 14.94724
 
1.389999, -0.8407557, -0.05757822, 45.43015, 2.17445, 0.07878426912008657579955, 27485.13, -1337.809, -1.911234, 0.01343784, 0.1308036, 214.9861, 2.225933, 1.703941, 14.95472
 
1.399999, -0.7367371, -0.06598578, 45.78865, 2.175295, 0.07164537905989257980345, 27915.94, -1338.543, -1.911234, 0.01343784, 0.1308036, 216.6839, 2.225933, 1.703368, 14.9622
 
1.409999, -0.6231836, -0.07335316, 46.14713, 2.176034, 0.0637945374624083853714809152, 28349.84, -1339.277, -1.911234, 0.01343784, 0.1308036, 218.3812, 2.225933, 1.702796, 14.96968
 
1.419999, -0.5016573, -0.07958499, 46.50573, 2.176771, 0.05535653578587618034505, 28786.83, -1340.012, -1.911234, 0.01343784, 0.1308036, 220.078, 2.225933, 1.702224, 14.97716
 
1.429999, -0.3739273, -0.08460157, 46.86448, 2.177559, 0.04646684990439035939505, 29226.9, -1340.748, -1.911234, 0.01343784, 0.1308036, 221.7743, 2.225933, 1.701651, 14.98464
 
1.439999, -0.2418421, -0.08834084, 47.22326, 2.178292, 0.03726212069220257871960, 29670.04, -1341.485, -1.911234, 0.01343784, 0.1308036, 223.47, 2.225933, 1.701079, 14.99212
 
1.449999, -0.1074058, -0.09075926, 47.58219, 2.179075, 0.02788566415959818529045, 30116.25, -1342.223, -1.911234, 0.01343784, 0.1308036, 225.1653, 2.225933, 1.700506, 14.9996
 
1.459999, 0.02731605, -0.09183332, 47.94114, 2.179804, 0.0184806388844090037765690848, 30565.5, -1342.961, -1.911234, 0.01343784, 0.1308036, 226.8599, 2.225933, 1.699934, 15.00708
 
1.469999, 0.160227, -0.09156016, 48.30024, 2.180584, 0.009188204052305372853625, 31017.8, -1343.7, -1.911234, 0.01343784, 0.1308036, 228.554, 2.225933, 1.699362, 15.01457
 
1.479999, 0.2891928, -0.08995789, 48.65931, 2.181257, 0.0001481099334532660550760, 31473.12, -1344.44, -1.911234, 0.01343784, 0.1308036, 230.2475, 2.225933, 1.698789, 15.02205
 
1.489999, 0.4121335, -0.08706596, 49.01861, 2.182084, -0.0085070735912367435421319085, 31931.47, -1345.181, -1.911234, 0.01343784, 0.1308036, 231.9404, 2.225933, 1.698217, 15.02953
 
1.499999, 0.5270112, -0.08294463, 49.37788, 2.182806, -0.01665103237683126863805, 32392.82, -1345.922, -1.911234, 0.01343784, 0.1308036, 233.6327, 2.225933, 1.697644, 15.03701
 
1.509999, 0.6318885, -0.07767452, 49.73716, 2.183472, -0.02416681573100891968765, 32857.17, -1346.665, -1.911234, 0.01343784, 0.1308036, 235.3244, 2.225933, 1.697072, 15.04449
 
1.519999, 0.7249817, -0.07135564, 50.09666, 2.184294, -0.0309497615090484894398809152, 33324.51, -1347.408, -1.911234, 0.01343784, 0.1308036, 237.0155, 2.225933, 1.6965, 15.05197
 
1.529999, 0.8046753, -0.06410582, 50.45612, 2.185009, -0.03690807609498869300755, 33794.82, -1348.152, -1.911234, 0.01343784, 0.1308036, 238.7059, 2.225933, 1.695927, 15.05945
 
1.539999, 0.8695571, -0.05605907, 50.81569, 2.185775, -0.04196406132521570958420, 34268.09, -1348.897, -1.911234, 0.01343784, 0.1308036, 240.3957, 2.225933, 1.695355, 15.06693
 
1.549999, 0.9184849, -0.0473635, 51.17526, 2.186486, -0.04605781939887292679285, 34744.32, -1349.642, -1.911234, 0.01343784, 0.1308036, 242.0848, 2.225933, 1.694782, 15.07442
 
1.559999, 0.9505707, -0.03817865, 51.53488, 2.187194, -0.04914546864338597365665, 35223.5, -1350.388, -1.911234, 0.01343784, 0.1308036, 243.7732, 2.225933, 1.69421, 15.0819
 
1.569999, 0.9652286, -0.02867294, 51.89459, 2.187953, -0.0512013370733166986785, 35705.59, -1351.136, -1.911234, 0.01343784, 0.1308036, 245.461, 2.225933, 1.693638, 15.08938
 
1.579999, 0.962171, -0.01902066, 52.25306, 2.187767, -0.05221790991287862742180, 36190.12, -1351.884, -1.911234, 0.01343784, 0.1308036, 247.1463, 2.225933, 1.693065, 15.09686
 
1.589999, 0.941492, -0.009398947, 52.61, 2.186371, -0.0522083275242012866217190848, 36677.01, -1352.632, -1.911234, 0.01343784, 0.1308036, 248.8291, 2.225933, 1.692493, 15.10434
 
1.599999, 0.9036002, 1.597287E-05, 52.96647, 2.184862, -0.0512025125689703439147309152, 37166.23, -1353.382, -1.911234, 0.01343784, 0.1308036, 250.5094, 2.225933, 1.691921, 15.11182
 
1.609999, 0.8492352, 0.009051975, 53.32265, 2.1834, -0.04924774726075914877490, 37657.76, -1354.132, -1.911234, 0.01343784, 0.1308036, 252.187, 2.225933, 1.691348, 15.1193
 
1.619999, 0.7794622, 0.01754433, 53.67849, 2.181931, -0.0464078232297769412676809152, 38151.57, -1354.884, -1.911234, 0.01343784, 0.1308036, 253.8621, 2.225933, 1.690776, 15.12678
 
1.629999, 0.6957031, 0.02533895, 54.03395, 2.180455, -0.04276422751402160982435, 38647.65, -1355.636, -1.911234, 0.01343784, 0.1308036, 255.5345, 2.225933, 1.690204, 15.13426
 
1.639999, 0.5996783, 0.03229598, 54.38902, 2.178921, -0.0384125006218508730215190848, 39145.97, -1356.389, -1.911234, 0.01343784, 0.1308036, 257.2043, 2.225933, 1.689631, 15.14174
 
1.649999, 0.4933195, 0.03829276, 54.7438, 2.177484, -0.0334573771169143862433690848, 39646.5, -1357.142, -1.911234, 0.01343784, 0.1308036, 258.8715, 2.225933, 1.689059, 15.14923
 
